id,amountUSD,budgetYear,childFlowIds,contributionType,createdAt,date,decisionDate,description,grandBargainEarmarkingType,exchangeRate,firstReportedDate,flowType,keywords,newMoney,originalCurrency,method,parentFlowId,status,updatedAt,versionId,boundary,onBoundary,originalAmount,refCode,sourceObjects_Organization.id,sourceObjects_Organization.name,sourceObjects_Organization.behavior,sourceObjects_Organization.organizationTypes,sourceObjects_Organization.organizationSubTypes,sourceObjects_Organization.organizationLevels,sourceObjects_UsageYear.id,sourceObjects_UsageYear.name,sourceObjects_UsageYear.behavior,sourceObjects_UsageYear.organizationTypes,sourceObjects_UsageYear.organizationSubTypes,sourceObjects_UsageYear.organizationLevels,sourceObjects_Location.id,sourceObjects_Location.name,sourceObjects_Location.behavior,sourceObjects_Location.organizationTypes,sourceObjects_Location.organizationSubTypes,sourceObjects_Location.organizationLevels,sourceObjects_GlobalCluster.id,sourceObjects_GlobalCluster.name,sourceObjects_GlobalCluster.behavior,sourceObjects_GlobalCluster.organizationTypes,sourceObjects_GlobalCluster.organizationSubTypes,sourceObjects_GlobalCluster.organizationLevels,destinationObjects_GlobalCluster.id,destinationObjects_GlobalCluster.name,destinationObjects_GlobalCluster.behavior,destinationObjects_GlobalCluster.organizationTypes,destinationObjects_GlobalCluster.organizationSubTypes,destinationObjects_GlobalCluster.organizationLevels,destinationObjects_GlobalCluster.code,destinationObjects_Location.id,destinationObjects_Location.name,destinationObjects_Location.behavior,destinationObjects_Location.organizationTypes,destinationObjects_Location.organizationSubTypes,destinationObjects_Location.organizationLevels,destinationObjects_Location.code,destinationObjects_Organization.id,destinationObjects_Organization.name,destinationObjects_Organization.behavior,destinationObjects_Organization.organizationTypes,destinationObjects_Organization.organizationSubTypes,destinationObjects_Organization.organizationLevels,destinationObjects_Organization.code,destinationObjects_Plan.id,destinationObjects_Plan.name,destinationObjects_Plan.behavior,destinationObjects_Plan.organizationTypes,destinationObjects_Plan.organizationSubTypes,destinationObjects_Plan.organizationLevels,destinationObjects_Plan.code,destinationObjects_Project.id,destinationObjects_Project.name,destinationObjects_Project.behavior,destinationObjects_Project.organizationTypes,destinationObjects_Project.organizationSubTypes,destinationObjects_Project.organizationLevels,destinationObjects_Project.code,destinationObjects_UsageYear.id,destinationObjects_UsageYear.name,destinationObjects_UsageYear.behavior,destinationObjects_UsageYear.organizationTypes,destinationObjects_UsageYear.organizationSubTypes,destinationObjects_UsageYear.organizationLevels,destinationObjects_UsageYear.code,destinationObjects_Emergency.id,destinationObjects_Emergency.name,destinationObjects_Emergency.behavior,destinationObjects_Emergency.organizationTypes,destinationObjects_Emergency.organizationSubTypes,destinationObjects_Emergency.organizationLevels,destinationObjects_Emergency.code,reportDetails_sourceType,reportDetails_organization,reportDetails_reportChannel,reportDetails_date,amountUSD_defl,amountUSD_defl_millions,COVID,deflator,destination_org_country,destination_org_iso3,destination_orgtype,domestic_response,dummy,multiyear,new_to_country,new_to_plan,new_to_sector,newMoney_dest,reportDetails_destinationType,source_org_country,source_org_iso3,source_orgtype,sourceObjects_Emergency.behavior,sourceObjects_Emergency.code,sourceObjects_Emergency.id,sourceObjects_Emergency.name,sourceObjects_Emergency.organizationLevels,sourceObjects_Emergency.organizationSubTypes,sourceObjects_Emergency.organizationTypes,sourceObjects_GlobalCluster.code,sourceObjects_Location.code,sourceObjects_Organization.code,sourceObjects_Plan.behavior,sourceObjects_Plan.code,sourceObjects_Plan.id,sourceObjects_Plan.name,sourceObjects_Plan.organizationLevels,sourceObjects_Plan.organizationSubTypes,sourceObjects_Plan.organizationTypes,sourceObjects_Project.behavior,sourceObjects_Project.code,sourceObjects_Project.id,sourceObjects_Project.name,sourceObjects_Project.organizationLevels,sourceObjects_Project.organizationSubTypes,sourceObjects_Project.organizationTypes,sourceObjects_UsageYear.code,year
24135,59068,2000,,financial,2004-11-17T00:00:00Z,2000-08-10T00:00:00Z,2000-08-10T00:00:00Z,Cash for rehabilitation of houses,,,2004-11-17T00:00:00Z,Standard,Humanitarian aid,TRUE,"",Traditional aid,,commitment,2004-11-17T00:00:00Z,1,incoming,single,,"",4306,"Germany, Government of",single,Governments,National Governments,National and Sub-National State Actors,21,2000,single,,,,83,Germany,single,,,,,Unspecified,"",,,,2,Early Recovery,single,"","","","",56,Croatia,single,,,,,4115,Lutherischer Weltbund Deutsches Nationalkomitee,single,NGOs,International NGOs,International Actors,,,"","",,,,,,"","",,,,"",21,2000,single,,,,,10,Southeastern Europe 2000 - 2002,single,,,,,Primary,"Switzerland, Government of",,2004-11-17T00:00:00.000Z,96633.8605387611,0.0966338605387611,FALSE,0.61125572,Croatia,HRV,NGOs: International,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,,Germany,DEU,Governments: DAC,,,,,,,,,,,,,,,,,,,,,,,,,,2000
24136,679191,2000,,financial,2004-11-17T00:00:00Z,2000-10-27T00:00:00Z,2000-10-27T00:00:00Z,Cash for main phase 2000,,,2004-11-17T00:00:00Z,Standard,Humanitarian aid,TRUE,"",Traditional aid,,commitment,2004-11-17T00:00:00Z,1,incoming,single,,"",2924,"Switzerland, Government of",single,Governments,National Governments,National and Sub-National State Actors,21,2000,single,,,,217,Switzerland,single,,,,,Unspecified,"",,,,26479,Multi-sector,single,"","","","",56,Croatia,single,,,,,2646,Swiss Development Cooperation/Swiss Humanitarian Aid,single,Other,"","",,,"","",,,,,,"","",,,,"",21,2000,single,,,,,10,Southeastern Europe 2000 - 2002,single,,,,,Primary,"United States of America, Government of",,2004-11-17T00:00:00.000Z,1334987.78355007,1.33498778355007,FALSE,0.508761959,Croatia,HRV,Other,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,,Switzerland,CHE,Governments: DAC,,,,,,,,,,,,,,,,,,,,,,,,,,2000
24137,374990,2000,,financial,2004-11-17T00:00:00Z,2000-04-01T00:00:00Z,2000-04-01T00:00:00Z,Humanitarian assistance,,,2004-11-17T00:00:00Z,Standard,Humanitarian aid,TRUE,"",Traditional aid,,commitment,2004-11-17T00:00:00Z,1,incoming,single,,"",2933,"United States of America, Government of",single,Governments,National Governments,National and Sub-National State Actors,21,2000,single,,,,237,United States,single,,,,,Unspecified,"",,,,26479,Multi-sector,single,"","","","",56,Croatia,single,,,,,5373,Catholic Relief Services,single,NGOs,International NGOs,International Actors,,,"","",,,,,,"","",,,,"",21,2000,single,,,,,10,Southeastern Europe 2000 - 2002,single,,,,,Primary,"United States of America, Government of",,2004-11-17T00:00:00.000Z,608306.96391561,0.60830696391561,FALSE,0.616448639,Croatia,HRV,NGOs: International,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,,United States,USA,Governments: DAC,,,,,,,,,,,,,,,,,,,,,,,,,,2000
11637,40268,2002,,financial,2002-11-26T00:00:00Z,2002-11-15T00:00:00Z,2002-11-15T00:00:00Z,Dyke maintenance in Transcaparthia,,,2002-11-20T00:00:00Z,Standard,Humanitarian aid,TRUE,CHF,Traditional aid,,commitment,2002-11-26T00:00:00Z,1,incoming,single,60000,7F-02415.01,2924,"Switzerland, Government of",single,Governments,National Governments,National and Sub-National State Actors,23,2002,single,,,,217,Switzerland,single,,,,,Unspecified,"",,,,26479,Multi-sector,single,"","","","",234,Ukraine,single,,,,,2646,Swiss Development Cooperation/Swiss Humanitarian Aid,single,Other,"","",,,"","",,,,,,"","",,,,"",21,2000,single,,,,,,"","",,,,,Primary,"Switzerland, Government of",,2002-11-20T00:00:00.000Z,79148.9994243064,0.0791489994243064,FALSE,0.508761959,Ukraine,UKR,Other,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,,Switzerland,CHE,Governments: DAC,,,,,,,,,,,,,,,,,,,,,,,,,,2000
24138,410861,2000,,financial,2004-11-17T00:00:00Z,2000-04-01T00:00:00Z,2000-04-01T00:00:00Z,Cash for reconstruction of shelter for 100 returnees,,,2004-11-17T00:00:00Z,Standard,Humanitarian aid,TRUE,"",Traditional aid,,commitment,2004-11-17T00:00:00Z,1,incoming,single,,"",2933,"United States of America, Government of",single,Governments,National Governments,National and Sub-National State Actors,21,2000,single,,,,237,United States,single,,,,,Unspecified,"",,,,2,Early Recovery,single,"","","","",56,Croatia,single,,,,,3001,International Rescue Committee,single,NGOs,International NGOs,International Actors,,,"","",,,,,,"","",,,,"",21,2000,single,,,,,10,Southeastern Europe 2000 - 2002,single,,,,,Primary,"Austria, Government of",,2004-11-17T00:00:00.000Z,666496.726582926,0.666496726582926,FALSE,0.616448639,Croatia,HRV,NGOs: International,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,,United States,USA,Governments: DAC,,,,,,,,,,,,,,,,,,,,,,,,,,2000
24139,3697852,2000,,financial,2004-11-17T00:00:00Z,2000-01-01T00:00:00Z,2000-01-01T00:00:00Z,NFIs,,,2004-11-17T00:00:00Z,Standard,Humanitarian aid,TRUE,"",Traditional aid,,commitment,2004-11-17T00:00:00Z,1,incoming,single,,"",4546,"Austria, Government of",single,Governments,National Governments,National and Sub-National State Actors,21,2000,single,,,,15,Austria,single,,,,,Unspecified,"",,,,4,Emergency Shelter and NFI,single,"","","","",25724802,Serbia and Montenegro (until 2006-2009),single,,,,,2967,International Committee of the Red Cross,single,Red Cross/Red Crescent Organizations,International Red Cross/Red Crescent Movement,International Actors,,,"","",,,,,,"","",,,,"",21,2000,single,,,,,10,Southeastern Europe 2000 - 2002,single,,,,,Primary; Primary,"Netherlands, Government of; United Nations Development Programme",Other; Other,2001-04-23T00:00:00.000Z; 2001-04-23T00:00:00.000Z,6506601.56867386,6.50660156867387,FALSE,0.568323104,Serbia and Montenegro (until 2006-2009),,Red Cross: International,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,,Austria,AUT,Governments: DAC,,,,,,,,,,,,,,,,,,,,,,,,,,2000
2414,130521,,,financial,2001-04-23T00:00:00Z,2000-01-01T00:00:00Z,2000-01-01T00:00:00Z,"Cash - NLG 300,000",,,2001-04-23T00:00:00Z,Standard,Food,TRUE,"",Traditional aid,,paid,2001-04-23T00:00:00Z,1,incoming,single,,"",3008,"Netherlands, Government of",single,Governments,National Governments,National and Sub-National State Actors,21,2000,single,,,,157,Netherlands,single,,,,,Unspecified,"",,,,6,Food Security,single,"","","","",148,Mongolia,single,,,,,5294,United Nations Development Programme,single,Multilateral Organizations,UN Agencies,International Actors,,,"","",,,,,,"","",,,,"",21,2000,single,,,,,18,MONGOLIA - Snowstorms - February 2000,single,,,,,Primary,"Austria, Government of",,2004-11-17T00:00:00.000Z,227333.871907743,0.227333871907743,FALSE,0.574137936,Mongolia,MNG,Multilateral: UN,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,,Netherlands,NLD,Governments: DAC,,,,,,,,,,,,,,,,,,,,,,,,,,2000
24140,1053664,2000,,financial,2004-11-17T00:00:00Z,2000-09-30T00:00:00Z,2000-09-30T00:00:00Z,NFIs,,,2004-11-17T00:00:00Z,Standard,Humanitarian aid,TRUE,"",Traditional aid,,commitment,2004-11-17T00:00:00Z,1,incoming,single,,"",4546,"Austria, Government of",single,Governments,National Governments,National and Sub-National State Actors,21,2000,single,,,,15,Austria,single,,,,,Unspecified,"",,,,4,Emergency Shelter and NFI,single,"","","","",25724802,Serbia and Montenegro (until 2006-2009),single,,,,,"","","","","","",,,"","",,,,,,"","",,,,"",21,2000,single,,,,,10,Southeastern Europe 2000 - 2002,single,,,,,Primary,"Belgium, Government of",,2004-11-17T00:00:00.000Z,1853987.62180184,1.85398762180184,FALSE,0.568323104,Serbia and Montenegro (until 2006-2009),,Other: Unknown,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,,Austria,AUT,Governments: DAC,,,,,,,,,,,,,,,,,,,,,,,,,,2000
24141,1199732,2000,,financial,2004-11-17T00:00:00Z,2000-03-21T00:00:00Z,2000-03-21T00:00:00Z,Humanitarian assistance,,,2004-11-17T00:00:00Z,Standard,Humanitarian aid,TRUE,"",Traditional aid,,commitment,2004-11-17T00:00:00Z,1,incoming,single,,"",2927,"Belgium, Government of",single,Governments,National Governments,National and Sub-National State Actors,21,2000,single,,,,22,Belgium,single,,,,,Unspecified,"",,,,26479,Multi-sector,single,"","","","",25724802,Serbia and Montenegro (until 2006-2009),single,,,,,4089,Balkanactive van de gemeenten,single,NGOs,National NGOs/CSOs,Local and National Non-State Actors,,,"","",,,,,,"","",,,,"",21,2000,single,,,,,10,Southeastern Europe 2000 - 2002,single,,,,,Primary,"Belgium, Government of",,2004-11-17T00:00:00.000Z,2094420.98351274,2.09442098351274,FALSE,0.572822756,Serbia and Montenegro (until 2006-2009),,NGOs: National,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,,Belgium,BEL,Governments: DAC,,,,,,,,,,,,,,,,,,,,,,,,,,2000
24142,278859,2000,,financial,2004-11-17T00:00:00Z,2000-09-29T00:00:00Z,2000-09-29T00:00:00Z,Cash for emergency aid and rehabilitation in the health sector,,,2004-11-17T00:00:00Z,Standard,Humanitarian aid,TRUE,"",Traditional aid,,commitment,2004-11-17T00:00:00Z,1,incoming,single,,"",2927,"Belgium, Government of",single,Governments,National Governments,National and Sub-National State Actors,21,2000,single,,,,22,Belgium,single,,,,,Unspecified,"",,,,7,Health,single,"","","","",25724802,Serbia and Montenegro (until 2006-2009),single,,,,,3253,Belgian Red Cross,single,Red Cross/Red Crescent Organizations,International Red Cross/Red Crescent Movement,International Actors,,,"","",,,,,,"","",,,,"",21,2000,single,,,,,10,Southeastern Europe 2000 - 2002,single,,,,,Primary,"Canada, Government of",,2004-11-17T00:00:00.000Z,486815.506330897,0.486815506330897,FALSE,0.572822756,Serbia and Montenegro (until 2006-2009),,Red Cross: International,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,,Belgium,BEL,Governments: DAC,,,,,,,,,,,,,,,,,,,,,,,,,,2000
24144,81492,2000,,financial,2004-11-17T00:00:00Z,2000-11-17T00:00:00Z,2000-11-17T00:00:00Z,Cash to provide new green house and agricultural material to 50 vulnerable farmers,,,2004-11-17T00:00:00Z,Standard,Humanitarian aid|Agriculture,TRUE,"",Traditional aid,,commitment,2017-11-21T00:37:59.635Z,1,incoming,single,,"",2928,"Canada, Government of",single,Governments,National Governments,National and Sub-National State Actors,21,2000,single,,,,40,Canada,single,,,,,Unspecified,"",,,,26512,Agriculture,single,"","","","",25724802,Serbia and Montenegro (until 2006-2009),single,,,,,3238,CARE International,single,NGOs,International NGOs,International Actors,,,"","",,,,,,"","",,,,"",21,2000,single,,,,,10,Southeastern Europe 2000 - 2002,single,,,,,Primary,"Canada, Government of",,2004-11-17T00:00:00.000Z,156242.628973768,0.156242628973768,FALSE,0.521573405,Serbia and Montenegro (until 2006-2009),,NGOs: International,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,,Canada,CAN,Governments: DAC,,,,,,,,,,,,,,,,,,,,,,,,,,2000
24145,1351351,2000,,financial,2004-11-17T00:00:00Z,2000-03-29T00:00:00Z,2000-03-29T00:00:00Z,Cash to support the ICRC programmes,,,2004-11-17T00:00:00Z,Standard,Humanitarian aid,TRUE,"",Traditional aid,,commitment,2004-11-17T00:00:00Z,1,incoming,single,,"",2928,"Canada, Government of",single,Governments,National Governments,National and Sub-National State Actors,21,2000,single,,,,40,Canada,single,,,,,Unspecified,"",,,,7,Health,single,"","","","",25724802,Serbia and Montenegro (until 2006-2009),single,,,,,2967,International Committee of the Red Cross,single,Red Cross/Red Crescent Organizations,International Red Cross/Red Crescent Movement,International Actors,,,"","",,,,,,"","",,,,"",21,2000,single,,,,,10,Southeastern Europe 2000 - 2002,single,,,,,Primary,"Canada, Government of",,2004-11-17T00:00:00.000Z,2590912.39515941,2.59091239515941,FALSE,0.521573405,Serbia and Montenegro (until 2006-2009),,Red Cross: International,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,,Canada,CAN,Governments: DAC,,,,,,,,,,,,,,,,,,,,,,,,,,2000
24146,888910,2000,,financial,2004-11-17T00:00:00Z,2000-11-09T00:00:00Z,2000-11-09T00:00:00Z,Humanitarian assistance,,,2004-11-17T00:00:00Z,Standard,Humanitarian aid,TRUE,"",Traditional aid,,commitment,2004-11-17T00:00:00Z,1,incoming,single,,"",2928,"Canada, Government of",single,Governments,National Governments,National and Sub-National State Actors,21,2000,single,,,,40,Canada,single,,,,,Unspecified,"",,,,26479,Multi-sector,single,"","","","",25724802,Serbia and Montenegro (until 2006-2009),single,,,,,8582,Oxfam GB,single,NGOs,International NGOs,International Actors,,,"","",,,,,,"","",,,,"",21,2000,single,,,,,10,Southeastern Europe 2000 - 2002,single,,,,,Primary,"Canada, Government of",,2004-11-17T00:00:00.000Z,1704285.51662829,1.70428551662829,FALSE,0.521573405,Serbia and Montenegro (until 2006-2009),,NGOs: International,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,,Canada,CAN,Governments: DAC,,,,,,,,,,,,,,,,,,,,,,,,,,2000
24147,896552,2000,,financial,2004-11-17T00:00:00Z,2000-03-29T00:00:00Z,2000-03-29T00:00:00Z,Cash to support the allocation of shelter for humanitarian purposes and to protect property rights,,,2004-11-17T00:00:00Z,Standard,Humanitarian aid,TRUE,"",Traditional aid,,commitment,2004-11-17T00:00:00Z,1,incoming,single,,"",2928,"Canada, Government of",single,Governments,National Governments,National and Sub-National State Actors,21,2000,single,,,,40,Canada,single,,,,,Unspecified,"",,,,4,Emergency Shelter and NFI,single,"","","","",25724802,Serbia and Montenegro (until 2006-2009),single,,,,,4931,United Nations Human Settlements Programme (UN-HABITAT),single,Multilateral Organizations,UN Agencies,International Actors,,,"","",,,,,,"","",,,,"",21,2000,single,,,,,10,Southeastern Europe 2000 - 2002,single,,,,,Primary,"Denmark, Government of",,2004-11-17T00:00:00.000Z,1718937.33730538,1.71893733730538,FALSE,0.521573405,Serbia and Montenegro (until 2006-2009),,Multilateral: UN,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,,Canada,CAN,Governments: DAC,,,,,,,,,,,,,,,,,,,,,,,,,,2000
12149,346533,2002,,financial,2003-01-14T00:00:00Z,2003-01-09T00:00:00Z,2003-01-09T00:00:00Z,"[through EMERCOM] Medical and diagnostic equipment, wheelchairs, medicines",,,2003-01-10T00:00:00Z,Standard,Humanitarian aid,TRUE,USD,Traditional aid,,commitment,2011-04-06T14:08:00Z,1,incoming,single,,"",3006,"Russian Federation, Government of",single,Governments,National Governments,National and Sub-National State Actors,23,2002,single,,,,184,Russian Federation,single,,,,,Unspecified,"",,,,7,Health,single,"","","","",234,Ukraine,single,,,,,"","","","","","",,,"","",,,,,,"","",,,,"",21,2000,single,,,,,,"","",,,,,Primary,"Russian Federation, Government of",,2003-01-10T00:00:00.000Z,1487305.93889987,1.48730593889987,FALSE,0.232993758,Ukraine,UKR,Other: Unknown,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,,Russian Federation,RUS,Governments: Non-DAC,,,,,,,,,,,,,,,,,,,,,,,,,,2000
24148,355872,2000,,financial,2004-11-17T00:00:00Z,2000-10-30T00:00:00Z,2000-10-30T00:00:00Z,Cash for rehabilitation,,,2004-11-17T00:00:00Z,Standard,Humanitarian aid,TRUE,"",Traditional aid,,commitment,2004-11-17T00:00:00Z,1,incoming,single,,"",3776,"Denmark, Government of",single,Governments,National Governments,National and Sub-National State Actors,21,2000,single,,,,61,Denmark,single,,,,,Unspecified,"",,,,2,Early Recovery,single,"","","","",25724802,Serbia and Montenegro (until 2006-2009),single,,,,,2485,Danish People's Aid,single,NGOs,International NGOs,International Actors,,,"","",,,,,,"","",,,,"",21,2000,single,,,,,10,Southeastern Europe 2000 - 2002,single,,,,,Primary,"Denmark, Government of",,2004-11-17T00:00:00.000Z,640297.829172076,0.640297829172076,FALSE,0.555791358,Serbia and Montenegro (until 2006-2009),,NGOs: International,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,,Denmark,DNK,Governments: DAC,,,,,,,,,,,,,,,,,,,,,,,,,,2000
24149,300578,2000,,financial,2004-11-17T00:00:00Z,2000-12-28T00:00:00Z,2000-12-28T00:00:00Z,Cash for emergency aid,,,2004-11-17T00:00:00Z,Standard,Humanitarian aid,TRUE,"",Traditional aid,,commitment,2004-11-17T00:00:00Z,1,incoming,single,,"",3776,"Denmark, Government of",single,Governments,National Governments,National and Sub-National State Actors,21,2000,single,,,,61,Denmark,single,,,,,Unspecified,"",,,,26479,Multi-sector,single,"","","","",25724802,Serbia and Montenegro (until 2006-2009),single,,,,,8506,CARITAS / Catholic Relief Services,single,Other,"","",,,"","",,,,,,"","",,,,"",21,2000,single,,,,,10,Southeastern Europe 2000 - 2002,single,,,,,Primary; Primary,"Office for the Coordination of Humanitarian Affairs; Norway, Government of",Other; Other,2001-04-23T00:00:00.000Z; 2001-04-23T00:00:00.000Z,540810.855860771,0.540810855860771,FALSE,0.555791358,Serbia and Montenegro (until 2006-2009),,Other,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,,Denmark,DNK,Governments: DAC,,,,,,,,,,,,,,,,,,,,,,,,,,2000
2415,53095,,,financial,2001-04-23T00:00:00Z,2000-01-01T00:00:00Z,2000-01-01T00:00:00Z,"Cash - NOK 446,000",,,2001-04-23T00:00:00Z,Standard,Food,TRUE,"",Traditional aid,,paid,2001-04-23T00:00:00Z,1,incoming,single,,"",2930,"Norway, Government of",single,Governments,National Governments,National and Sub-National State Actors,21,2000,single,,,,167,Norway,single,,,,,Unspecified,"",,,,6,Food Security,single,"","","","",148,Mongolia,single,,,,,4396,Office for the Coordination of Humanitarian Affairs,single,Multilateral Organizations,UN Agencies,International Actors,,,"","",,,,,,"","",,,,"",21,2000,single,,,,,18,MONGOLIA - Snowstorms - February 2000,single,,,,,Primary,"Denmark, Government of",,2004-11-17T00:00:00.000Z,129232.930692656,0.129232930692656,FALSE,0.410847295,Mongolia,MNG,Multilateral: UN,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,,Norway,NOR,Governments: DAC,,,,,,,,,,,,,,,,,,,,,,,,,,2000
24150,451545,2000,,financial,2004-11-17T00:00:00Z,2000-12-21T00:00:00Z,2000-12-21T00:00:00Z,Water supply for refugees,,,2004-11-17T00:00:00Z,Standard,Humanitarian aid,TRUE,"",Traditional aid,,commitment,2004-11-17T00:00:00Z,1,incoming,single,,"",3776,"Denmark, Government of",single,Governments,National Governments,National and Sub-National State Actors,21,2000,single,,,,61,Denmark,single,,,,,Unspecified,"",,,,11,Water Sanitation Hygiene,single,"","","","",25724802,Serbia and Montenegro (until 2006-2009),single,,,,,8572,ACT Alliance / DanChurchAid,single,NGOs,International NGOs,International Actors,,,"","",,,,,,"","",,,,"",21,2000,single,,,,,10,Southeastern Europe 2000 - 2002,single,,,,,Primary,"Denmark, Government of",,2004-11-17T00:00:00.000Z,812436.166018976,0.812436166018976,FALSE,0.555791358,Serbia and Montenegro (until 2006-2009),,NGOs: International,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,,Denmark,DNK,Governments: DAC,,,,,,,,,,,,,,,,,,,,,,,,,,2000
24151,952853,2000,,financial,2004-11-17T00:00:00Z,2000-11-14T00:00:00Z,2000-11-14T00:00:00Z,Rehabilitation and housing projects,,,2004-11-17T00:00:00Z,Standard,Humanitarian aid,TRUE,"",Traditional aid,,commitment,2004-11-17T00:00:00Z,1,incoming,single,,"",3776,"Denmark, Government of",single,Governments,National Governments,National and Sub-National State Actors,21,2000,single,,,,61,Denmark,single,,,,,Unspecified,"",,,,26479,Multi-sector,single,"","","","",25724802,Serbia and Montenegro (until 2006-2009),single,,,,,5298,Danish Refugee Council,single,NGOs,International NGOs,International Actors,,,"","",,,,,,"","",,,,"",21,2000,single,,,,,10,Southeastern Europe 2000 - 2002,single,,,,,Primary,"Denmark, Government of",,2004-11-17T00:00:00.000Z,1714407.72924001,1.71440772924001,FALSE,0.555791358,Serbia and Montenegro (until 2006-2009),,NGOs: International,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,,Denmark,DNK,Governments: DAC,,,,,,,,,,,,,,,,,,,,,,,,,,2000
24152,181406,2000,,financial,2004-11-17T00:00:00Z,2000-11-14T00:00:00Z,2000-11-14T00:00:00Z,Cash for core humanitarian assistance,,,2004-11-17T00:00:00Z,Standard,Humanitarian aid,TRUE,"",Traditional aid,,commitment,2004-11-17T00:00:00Z,1,incoming,single,,"",3776,"Denmark, Government of",single,Governments,National Governments,National and Sub-National State Actors,21,2000,single,,,,61,Denmark,single,,,,,Unspecified,"",,,,26479,Multi-sector,single,"","","","",25724802,Serbia and Montenegro (until 2006-2009),single,,,,,2487,Overseas Development Institute,single,Private Organizations,International Private Organizations,International Actors,,,"","",,,,,,"","",,,,"",21,2000,single,,,,,10,Southeastern Europe 2000 - 2002,single,,,,,Primary,"Finland, Government of",,2004-11-17T00:00:00.000Z,326392.264631074,0.326392264631074,FALSE,0.555791358,Serbia and Montenegro (until 2006-2009),,Private Organisations: International,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,,Denmark,DNK,Governments: DAC,,,,,,,,,,,,,,,,,,,,,,,,,,2000
24153,241935,2000,,financial,2004-11-17T00:00:00Z,2000-04-04T00:00:00Z,2000-04-04T00:00:00Z,Cash for helping the refugees,,,2004-11-17T00:00:00Z,Standard,Humanitarian aid,TRUE,"",Traditional aid,,commitment,2004-11-17T00:00:00Z,1,incoming,single,,"",5295,"Finland, Government of",single,Governments,National Governments,National and Sub-National State Actors,21,2000,single,,,,75,Finland,single,,,,,Unspecified,"",,,,26479,Multi-sector,single,"","","","",25724802,Serbia and Montenegro (until 2006-2009),single,,,,,8500,ACT Alliance / Finn Church Aid,single,NGOs,International NGOs,International Actors,,,"","",,,,,,"","",,,,"",21,2000,single,,,,,10,Southeastern Europe 2000 - 2002,single,,,,,Primary,"Finland, Government of",,2004-11-17T00:00:00.000Z,409545.675400972,0.409545675400972,FALSE,0.59073997,Serbia and Montenegro (until 2006-2009),,NGOs: International,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,,Finland,FIN,Governments: DAC,,,,,,,,,,,,,,,,,,,,,,,,,,2000
24154,622792,2000,,financial,2004-11-17T00:00:00Z,2000-12-19T00:00:00Z,2000-12-19T00:00:00Z,Cash for humnaitarian assistance,,,2004-11-17T00:00:00Z,Standard,Humanitarian aid,TRUE,"",Traditional aid,,commitment,2004-11-17T00:00:00Z,1,incoming,single,,"",5295,"Finland, Government of",single,Governments,National Governments,National and Sub-National State Actors,21,2000,single,,,,75,Finland,single,,,,,Unspecified,"",,,,26479,Multi-sector,single,"","","","",25724802,Serbia and Montenegro (until 2006-2009),single,,,,,4393,International Federation of Red Cross and Red Crescent Societies,single,Red Cross/Red Crescent Organizations,International Red Cross/Red Crescent Movement,International Actors,,,"","",,,,,,"","",,,,"",21,2000,single,,,,,10,Southeastern Europe 2000 - 2002,single,,,,,Primary,"Finland, Government of",,2004-11-17T00:00:00.000Z,1054257.42564872,1.05425742564872,FALSE,0.59073997,Serbia and Montenegro (until 2006-2009),,Red Cross: International,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,,Finland,FIN,Governments: DAC,,,,,,,,,,,,,,,,,,,,,,,,,,2000
