Donor,variable,total_donor_ha,iso3
Australia,2013,268.402187822034,AUS
Australia,2014,299.678003447774,AUS
Australia,2015,307.357840471734,AUS
Australia,2016,216.437549205121,AUS
Australia,2017,242.737189050554,AUS
Australia,2018,222.433811315028,AUS
Australia,2019,254.496220753492,AUS
Australia,2020,263.733595003188,AUS
Australia,2021,270.758331780846,AUS
Austria,2000,32.3786060668194,AUT
Austria,2001,30.3493231740775,AUT
Austria,2002,21.2465705168786,AUT
Austria,2003,30.6428486896192,AUT
Austria,2004,38.3362307036847,AUT
Austria,2005,69.4159814650439,AUT
Austria,2006,62.0120611974352,AUT
Austria,2007,55.3362804124039,AUT
Austria,2008,90.000086323502,AUT
Austria,2009,76.0228183574532,AUT
Austria,2010,69.8422937787248,AUT
Austria,2011,66.9657734787695,AUT
Austria,2012,65.4333745414931,AUT
Austria,2013,66.4071341489862,AUT
Austria,2014,75.9260325005594,AUT
Austria,2015,75.0268465239422,AUT
Austria,2016,105.101121132223,AUT
Austria,2017,128.20736072356,AUT
Austria,2018,89.0362344593596,AUT
Austria,2019,108.876365007285,AUT
Austria,2020,140.11536154187,AUT
Austria,2021,191.607610879726,AUT
Azerbaijan,2005,2.27784400750922,AZE
Azerbaijan,2006,1.33504350310643,AZE
Azerbaijan,2007,0.0665229730439125,AZE
Azerbaijan,2008,0.39051969215819,AZE
Azerbaijan,2009,0.0152617511266965,AZE
Azerbaijan,2010,1.96592773466866,AZE
Azerbaijan,2011,0.659877270648903,AZE
Azerbaijan,2012,0.586854401277154,AZE
Azerbaijan,2013,0.0800098913357791,AZE
Azerbaijan,2014,0.482865207388013,AZE
Azerbaijan,2015,1.92578310193418,AZE
Azerbaijan,2017,0.116367846306649,AZE
Azerbaijan,2018,0.110643271805838,AZE
Azerbaijan,2019,0.295725008216372,AZE
Azerbaijan,2020,10.025,AZE
Azerbaijan,2021,0.0944391763884232,AZE
Bahamas,2000,0,BHS
Bahamas,2001,0.00609203097597583,BHS
Bahamas,2007,0.0524987977274101,BHS
Bahamas,2009,0.027075155969314,BHS
Bahamas,2010,0.0131184438765105,BHS
Bahrain,2005,0,BHR
Bahrain,2006,5.97417797039094,BHR
Bahrain,2010,5.46419223547183,BHR
Bahrain,2013,6.86848989772482,BHR
Bahrain,2014,10.7598387722161,BHR
Bahrain,2015,0.0522938704770673,BHR
Bangladesh,2001,0,BGD
Bangladesh,2005,0.183804108755537,BGD
Bangladesh,2006,0.00947821209102664,BGD
Bangladesh,2008,0.00843121772246423,BGD
Bangladesh,2010,2.9802060881462,BGD
Bangladesh,2011,0.0141849250873733,BGD
Bangladesh,2012,0.0495628042770335,BGD
Bangladesh,2015,0.968721426329492,BGD
Bangladesh,2016,0.00563180104766538,BGD
Bangladesh,2018,0.0105590012326743,BGD
Bangladesh,2019,0.0206420849125324,BGD
Bangladesh,2020,0.02,BGD
Barbados,2009,0.00118936096641141,BRB
Barbados,2010,0,BRB
Barbados,2015,0,BRB
Barbados,2016,0,BRB
Belarus,2000,0.287281064918889,BLR
Belarus,2001,0.353974619672304,BLR
Belarus,2002,0.342977941077661,BLR
Belarus,2003,0.459432966619708,BLR
Belarus,2005,0.522639242204902,BLR
Belarus,2006,0.158318854411123,BLR
Belarus,2007,0.084525686765965,BLR
Belarus,2008,0.500472174631596,BLR
Belarus,2009,1.09337338884469,BLR
Belarus,2010,1.37660456938737,BLR
Belarus,2011,0.640547493701329,BLR
Belarus,2012,0.908148550386421,BLR
Belarus,2013,0.442446762673281,BLR
Belarus,2014,0.514677575750028,BLR
Belarus,2015,1.14958625123041,BLR
Belarus,2016,1.21384679157639,BLR
Belarus,2017,0.357470757837465,BLR
Belarus,2018,0.25905459939419,BLR
Belarus,2020,0.568587,BLR
Belarus,2021,0.397456397453997,BLR
Belgium,2000,85.6858069900682,BEL
Belgium,2001,89.777871950297,BEL
Belgium,2002,87.1473205578255,BEL
Belgium,2003,88.5928378711404,BEL
Belgium,2004,118.197312020518,BEL
Belgium,2005,136.67218680471,BEL
Belgium,2006,165.605271282657,BEL
Belgium,2007,159.459322975667,BEL
Belgium,2008,209.306622784511,BEL
Belgium,2009,196.0989413833,BEL
Belgium,2010,224.165786034673,BEL
Belgium,2011,269.121312696877,BEL
Belgium,2012,182.244640351125,BEL
Belgium,2013,248.55021272609,BEL
Belgium,2014,198.020880052498,BEL
Belgium,2015,268.679415689112,BEL
Belgium,2016,408.132782774738,BEL
Belgium,2017,322.979104225503,BEL
Belgium,2018,317.771527306067,BEL
Belgium,2019,312.986747028616,BEL
Belgium,2020,358.78063173619,BEL
Belgium,2021,454.20479168233,BEL
Belize,2009,0,BLZ
Belize,2020,0.011221,BLZ
Benin,2009,0.00146172312400526,BEN
Benin,2010,0.152663173144187,BEN
Bhutan,2008,0.00154627616032983,BTN
Bhutan,2009,0.0017409875902805,BTN
Bhutan,2010,0.00163497028163777,BTN
Bhutan,2011,0.00148171624588691,BTN
Bhutan,2012,0.00151027624290808,BTN
Bhutan,2015,1.06186628942431,BTN
Bhutan,2017,0.00147823369791084,BTN
Bhutan,2018,0.00150563880793606,BTN
Bhutan,2019,0.00152147384971228,BTN
Bhutan,2020,0.0015,BTN
Bhutan,2021,0.00148490475,BTN
"Bolivia, Plurinational State of",2005,0,BOL
"Bolivia, Plurinational State of",2007,0,BOL
"Bolivia, Plurinational State of",2010,0,BOL
"Bolivia, Plurinational State of",2014,1.00175089785902,BOL
"Bolivia, Plurinational State of",2017,0,BOL
Bosnia and Herzegovina,2008,0.00455534410028761,BIH
Bosnia and Herzegovina,2009,0.0762793722646131,BIH
Bosnia and Herzegovina,2010,0.0732405312430589,BIH
Bosnia and Herzegovina,2017,0.0317644560985719,BIH
Botswana,2000,0.658404973776009,BWA
Botswana,2003,0.220836085903084,BWA
Botswana,2007,0.0590449501942145,BWA
Botswana,2008,0.243651818986028,BWA
Botswana,2009,0.481425758510706,BWA
Botswana,2010,0.213818901168077,BWA
Botswana,2011,0.0815358362109697,BWA
Botswana,2012,0.0813823174555419,BWA
Botswana,2013,0,BWA
Botswana,2014,0.0532050710941166,BWA
Botswana,2016,0.0489603014380213,BWA
Botswana,2017,0.0956670689202652,BWA
Brazil,2000,0.299018693442916,BRA
Brazil,2001,0,BRA
Brazil,2004,0,BRA
Brazil,2005,1.67970443145555,BRA
Brazil,2006,0,BRA
Brazil,2007,0.115979990579167,BRA
Brazil,2008,2.59094428459958,BRA
Brazil,2009,1.30762078891395,BRA
Brazil,2010,16.5838077109816,BRA
Brazil,2011,12.9755042537377,BRA
Brazil,2012,32.8492734831658,BRA
Brazil,2013,1.1806710250923,BRA
Brazil,2014,9.82769803649157,BRA
Brazil,2015,5.82896059843526,BRA
Brazil,2016,2.29020827827706,BRA
Brazil,2017,2.49209907256172,BRA
Brazil,2018,0.266468923424457,BRA
Brazil,2019,2.81823557019124,BRA
Brazil,2020,0.027699,BRA
Brazil,2021,0.112646286952297,BRA
Brunei Darussalam,2002,0.776656753735312,BRN
Brunei Darussalam,2007,0.044646364450741,BRN
Brunei Darussalam,2008,0.796088996415518,BRN
Brunei Darussalam,2009,0.230052767004235,BRN
Brunei Darussalam,2010,0.044531688401519,BRN
Brunei Darussalam,2011,0.0724330263634278,BRN
Brunei Darussalam,2012,0.100134675435719,BRN
Brunei Darussalam,2014,0.746597749829697,BRN
Brunei Darussalam,2021,0.0780309780696162,BRN
Bulgaria,2000,0,BGR
Bulgaria,2001,0,BGR
Bulgaria,2002,0,BGR
Bulgaria,2003,0,BGR
Bulgaria,2004,0.13957643239729,BGR
Bulgaria,2005,0.376835251779176,BGR
Bulgaria,2006,0,BGR
Bulgaria,2007,0.0125780508597395,BGR
Bulgaria,2008,0.783657339293298,BGR
Bulgaria,2009,0.204355583052445,BGR
Bulgaria,2010,0.468029597835027,BGR
Bulgaria,2011,0.327139159555962,BGR
Bulgaria,2012,0.359436547533022,BGR
Bulgaria,2013,0.39248314905178,BGR
Bulgaria,2014,0.428741001021894,BGR
Bulgaria,2015,0.55001510113992,BGR
Bulgaria,2016,2.20416173191757,BGR
Bulgaria,2017,1.74864940654763,BGR
Bulgaria,2018,1.7390107432998,BGR
Bulgaria,2019,0.61764604382805,BGR
Bulgaria,2020,0.723584971717193,BGR
Bulgaria,2021,0.477728317917313,BGR
Burkina Faso,2008,0.51870004270871,BFA
Burkina Faso,2010,0.20390849693682,BFA
Burundi,2000,0.0415050265569305,BDI
Burundi,2010,0.206394350790864,BDI
Cambodia,2005,0.0160926395264351,KHM
Cambodia,2008,0.39501961439145,KHM
Cambodia,2009,0.00197257189885001,KHM
Cambodia,2010,0.0746599291221341,KHM
Cambodia,2020,0.02,KHM
Cameroon,2002,0.0576176354706548,CMR
Canada,2000,120.158284,CAN
Canada,2001,144.608630277688,CAN
Canada,2002,131.932725647989,CAN
Canada,2003,170.227540038406,CAN
Canada,2004,178.484221798744,CAN
Canada,2005,220.616329707014,CAN
Canada,2006,269.928904104157,CAN
Canada,2007,300.050269770672,CAN
Canada,2008,372.960487158892,CAN
Canada,2009,350.130055512384,CAN
Canada,2010,458.395558651341,CAN
Canada,2011,432.74047211618,CAN
Canada,2012,444.582392829647,CAN
Canada,2013,552.073680366457,CAN
Canada,2014,635.466662477029,CAN
Canada,2015,764.865132472585,CAN
Canada,2016,605.64518103696,CAN
Canada,2017,741.86783481746,CAN
Canada,2018,746.727815850482,CAN
Canada,2019,655.559602502177,CAN
Canada,2020,675.965266230615,CAN
Canada,2021,752.380477142811,CAN
Central African Republic,2010,0.255915600292491,CAF
Chad,2010,0.418624996363971,TCD
Chile,2000,0.0422854727158556,CHL
Chile,2001,0,CHL
Chile,2002,0.0727421506821152,CHL
Chile,2003,0.0299136412559946,CHL
Chile,2004,0,CHL
Chile,2005,0.034756182739804,CHL
Chile,2006,0,CHL
Chile,2007,0.0329662891041858,CHL
Chile,2008,0.121062408920515,CHL
Chile,2009,0.352020331821288,CHL
Chile,2010,0.03769112292182,CHL
Chile,2011,0.145049046985138,CHL
Chile,2012,0.0516694583289931,CHL
Chile,2013,0.116039236493129,CHL
Chile,2014,0.659002024009986,CHL
Chile,2015,0.439130353695607,CHL
Chile,2016,0.0809692864595299,CHL
Chile,2017,0.0647827467410483,CHL
Chile,2018,0.0268050556840684,CHL
Chile,2019,0.0288377247614265,CHL
China,2000,13.9585402669833,CHN
China,2001,1.80511977774328,CHN
China,2002,0.471246106189483,CHN
China,2003,0.5567016034083,CHN
China,2004,6.55219296433679,CHN
China,2005,129.662602976366,CHN
China,2006,1.99815016941455,CHN
China,2007,11.1860798837264,CHN
China,2008,12.7510475389571,CHN
China,2009,1.43888063291416,CHN
China,2010,47.8061444898022,CHN
China,2011,97.6101133153933,CHN
China,2012,29.1029642125916,CHN
China,2013,4.85672190792814,CHN
China,2014,54.1663911935557,CHN
China,2015,37.1429434336441,CHN
China,2016,21.1990401555387,CHN
China,2017,134.590655795442,CHN
China,2018,18.0906943325353,CHN
China,2019,24.258410503147,CHN
China,2020,43.358652,CHN
China,2021,9.37268711874467,CHN
Colombia,2000,0,COL
Colombia,2001,0,COL
Colombia,2004,0.139615696812842,COL
Colombia,2005,0,COL
Colombia,2006,0,COL
Colombia,2007,0.0187868909706778,COL
Colombia,2008,0,COL
Colombia,2009,0.205274425188668,COL
Colombia,2010,0.0745458987123172,COL
Colombia,2011,0.0067514322810445,COL
Colombia,2012,0.0950923857406641,COL
Colombia,2013,0.356596191041099,COL
Colombia,2014,0.406324958165568,COL
Colombia,2015,0.212835282863245,COL
Colombia,2017,0.108029137124361,COL
Colombia,2018,0.0506576217994731,COL
Colombia,2019,0.326737739822703,COL
Colombia,2020,0.035,COL
Congo,2009,0.00255786547287697,COG
Congo,2010,0.920003087382021,COG
Congo,2011,0.415752253549628,COG
"Congo, The Democratic Republic of the",2010,3.25903470250827,COD
Cook Islands,2003,0.0171570345024611,COK
Costa Rica,2001,0,CRI
Costa Rica,2009,0.0409598632406708,CRI
Costa Rica,2010,0.01327922375305,CRI
Costa Rica,2014,0.00528382019459917,CRI
Costa Rica,2018,0.050487310486143,CRI
Croatia,2000,0,HRV
Croatia,2001,0,HRV
Croatia,2002,0,HRV
Croatia,2003,0,HRV
Croatia,2004,0,HRV
Croatia,2005,0,HRV
Croatia,2006,0.00551895379549246,HRV
Croatia,2007,0.019468683068436,HRV
Croatia,2008,0.062779024939169,HRV
Croatia,2009,0.0211708904642041,HRV
Croatia,2010,0.542639405601458,HRV
Croatia,2011,0.927982037276308,HRV
Croatia,2012,0.360553732053811,HRV
Croatia,2013,0.453140846353437,HRV
Croatia,2014,0.720464069766915,HRV
Croatia,2015,0.145227550425494,HRV
Croatia,2016,1.14533916449038,HRV
Croatia,2017,1.03329281375486,HRV
Croatia,2018,1.23839426192425,HRV
Croatia,2019,0.220414335463408,HRV
Croatia,2020,1.10622093386692,HRV
Croatia,2021,0.446596462092266,HRV
Cuba,2001,0.190324293631609,CUB
Cuba,2002,0.605960634150065,CUB
Cuba,2003,0.606978111387897,CUB
Cuba,2004,0.682996782100017,CUB
Cuba,2005,0,CUB
Cuba,2006,0,CUB
Cuba,2007,0.556672379655102,CUB
Cuba,2008,0,CUB
Cuba,2010,0.625383998888211,CUB
Cuba,2011,0,CUB
Cuba,2012,0.270893380955031,CUB
Cuba,2014,0,CUB
Cuba,2015,0,CUB
Cyprus,2000,0.050932766749087,CYP
Cyprus,2001,0.0532872693204558,CYP
Cyprus,2002,0,CYP
Cyprus,2003,0.237318948350812,CYP
Cyprus,2004,0.265534480486248,CYP
Cyprus,2005,5.66652901348333,CYP
Cyprus,2006,0.600874584003162,CYP
Cyprus,2007,0.0797625452434057,CYP
Cyprus,2008,0.137981143252339,CYP
Cyprus,2009,0.493813600067848,CYP
Cyprus,2010,0.29945801333214,CYP
Cyprus,2011,0.468875025631613,CYP
Cyprus,2012,0.148781610579008,CYP
Cyprus,2013,0.0822998927479284,CYP
Cyprus,2014,0.107989747131402,CYP
Cyprus,2015,0.097002307208437,CYP
Cyprus,2016,0.0257269134987995,CYP
Cyprus,2017,0.057596662736408,CYP
Cyprus,2018,0.468418340439458,CYP
Cyprus,2019,0.135791359063051,CYP
Cyprus,2020,0.277529518729732,CYP
Cyprus,2021,0.126598017668372,CYP
Czech Republic,2000,0.09,CZE
Czech Republic,2001,0.173906347128729,CZE
Czech Republic,2002,1.691713,CZE
Czech Republic,2003,1.815608,CZE
Czech Republic,2004,8.6175085658169,CZE
Czech Republic,2005,26.4318601113627,CZE
Czech Republic,2006,25.0066558384717,CZE
Czech Republic,2007,18.3499181088666,CZE
Czech Republic,2008,20.5081515716352,CZE
Czech Republic,2009,14.4939612284738,CZE
Czech Republic,2010,20.7335515626269,CZE
Czech Republic,2011,21.9344573293744,CZE
Czech Republic,2012,22.4529357219748,CZE
Czech Republic,2013,22.9784104812243,CZE
Czech Republic,2014,29.7051330598997,CZE
Czech Republic,2015,29.4813551301568,CZE
Czech Republic,2016,47.7392945751672,CZE
Czech Republic,2017,38.9353336348257,CZE
Czech Republic,2018,45.1053687109741,CZE
Czech Republic,2019,44.2077299908182,CZE
Czech Republic,2020,50.1285043832763,CZE
Czech Republic,2021,60.7313288857385,CZE
Côte d'Ivoire,2011,0.00450710371976319,CIV
Côte d'Ivoire,2015,0.0100278476070731,CIV
Côte d'Ivoire,2017,0.0102482885245411,CIV
Côte d'Ivoire,2018,0.0097415207531858,CIV
Denmark,2000,96.8399843486265,DNK
Denmark,2001,105.511227812601,DNK
Denmark,2002,86.6375073589104,DNK
Denmark,2003,106.532673916212,DNK
Denmark,2004,107.233350246452,DNK
Denmark,2005,246.465113838737,DNK
Denmark,2006,244.745375566784,DNK
Denmark,2007,212.986510665982,DNK
Denmark,2008,240.459165800066,DNK
Denmark,2009,205.759629211221,DNK
Denmark,2010,232.686170254527,DNK
Denmark,2011,279.269877501521,DNK
Denmark,2012,286.117350002508,DNK
Denmark,2013,334.31168558676,DNK
Denmark,2014,406.208468172888,DNK
Denmark,2015,332.235445781944,DNK
Denmark,2016,429.003452907524,DNK
Denmark,2017,536.008237935347,DNK
Denmark,2018,511.741823533677,DNK
Denmark,2019,586.114856811723,DNK
Denmark,2020,537.930004253454,DNK
Denmark,2021,362.15192670116,DNK
Djibouti,2006,0.00300912218740087,DJI
Djibouti,2007,0.00286532516428458,DJI
Djibouti,2010,0.00495205720902753,DJI
Djibouti,2012,0.00113022034435367,DJI
Djibouti,2013,0.00110367648613417,DJI
Djibouti,2015,0.00106311813287016,DJI
Dominican Republic,2000,0.069511693889001,DOM
Dominican Republic,2001,0.197940148643015,DOM
Dominican Republic,2010,0,DOM
EU Institutions,2000,941.185994,EUI
EU Institutions,2001,1031.818334636,EUI
EU Institutions,2002,949.180359429957,EUI
EU Institutions,2003,1017.382276428,EUI
EU Institutions,2004,1230.0998343345,EUI
EU Institutions,2005,1446.09532161496,EUI
EU Institutions,2006,1662.81671181376,EUI
EU Institutions,2007,1589.34324099278,EUI
EU Institutions,2008,1844.15944714784,EUI
EU Institutions,2009,1515.00486930599,EUI
EU Institutions,2010,1619.27374519557,EUI
EU Institutions,2011,1731.01649438807,EUI
EU Institutions,2012,1721.099695,EUI
EU Institutions,2013,1850.64256809831,EUI
EU Institutions,2014,2140.42794272527,EUI
EU Institutions,2015,1886.96940237028,EUI
EU Institutions,2016,2962.43380090522,EUI
EU Institutions,2017,2631.9138351326,EUI
EU Institutions,2018,2383.39924316976,EUI
EU Institutions,2019,2324.76481773616,EUI
EU Institutions,2020,2651.733181,EUI
EU Institutions,2021,2921.48286174032,EUI
Ecuador,2001,0,ECU
Ecuador,2005,0.0227197911402693,ECU
Ecuador,2006,0.0317847523651682,ECU
Ecuador,2007,0.0298025447137873,ECU
Ecuador,2008,0.0261775706051071,ECU
Ecuador,2010,0,ECU
Ecuador,2011,0.00572584471695461,ECU
Ecuador,2014,1.33501493398521,ECU
Ecuador,2016,0.00258378560627444,ECU
Ecuador,2017,0,ECU
Egypt,2000,0.467272014259534,EGY
Egypt,2003,0.0410967351586006,EGY
Egypt,2005,7.68957988313418,EGY
Egypt,2006,5.5987490162649,EGY
Egypt,2007,0.297020062284713,EGY
Egypt,2008,0.0200813798207303,EGY
Egypt,2009,0.393205883893427,EGY
Egypt,2010,2.23190267338819,EGY
Egypt,2011,0.0258455091274961,EGY
Egypt,2012,0.866868344919185,EGY
Egypt,2013,0,EGY
Egypt,2015,0,EGY
Egypt,2016,1.09406755087281,EGY
Egypt,2019,0.825956615405192,EGY
El Salvador,2002,0,SLV
El Salvador,2007,0,SLV
El Salvador,2009,0.00237793865617905,SLV
El Salvador,2010,0,SLV
Equatorial Guinea,2005,0.258537682726935,GNQ
Equatorial Guinea,2010,1.68992249477357,GNQ
Eritrea,2002,0.0477826948551501,ERI
Eritrea,2003,0,ERI
Estonia,2000,0,EST
Estonia,2001,0.0972336664134199,EST
Estonia,2002,0,EST
Estonia,2003,0.188963459489491,EST
Estonia,2004,0.257886503120346,EST
Estonia,2005,1.23405130973665,EST
Estonia,2006,0.642066430766988,EST
Estonia,2007,1.08758124971705,EST
Estonia,2008,1.51965749874241,EST
Estonia,2009,1.16938762623177,EST
Estonia,2010,1.67472056914806,EST
Estonia,2011,1.59554021957316,EST
Estonia,2012,1.38514728979494,EST
Estonia,2013,2.49630240574901,EST
Estonia,2014,4.29612571611653,EST
Estonia,2015,4.8475112579943,EST
Estonia,2016,5.44135752663564,EST
Estonia,2017,5.62225220443967,EST
Estonia,2018,4.25506319255882,EST
Estonia,2019,3.7286608155472,EST
Estonia,2020,3.02767515648157,EST
Estonia,2021,3.81027538192381,EST
Eswatini,2000,0.0199410265328242,SWZ
Eswatini,2007,0.121913713054539,SWZ
Faroe Islands,2002,0.468690752111206,FRO
Faroe Islands,2005,0.333739609581185,FRO
Faroe Islands,2007,0.0583015103439937,FRO
Faroe Islands,2011,0.0269238269845064,FRO
Faroe Islands,2013,0.0347699235778849,FRO
Faroe Islands,2014,0.0331555778432839,FRO
Faroe Islands,2017,0.210023387989467,FRO
Faroe Islands,2021,0.0743539892401586,FRO
Fiji,2003,0.0142481828611924,FJI
Fiji,2005,0.176970170541897,FJI
Fiji,2007,0.0262447902133774,FJI
Finland,2000,62.5127517032511,FIN
Finland,2001,71.4337961691922,FIN
Finland,2002,77.2197808260901,FIN
Finland,2003,78.0112351879207,FIN
Finland,2004,75.2773157744827,FIN
Finland,2005,126.47188019741,FIN
Finland,2006,124.567742641488,FIN
Finland,2007,149.252972011763,FIN
Finland,2008,132.920245817712,FIN
Finland,2009,145.358760633732,FIN
Finland,2010,170.678858677434,FIN
Finland,2011,170.712445682365,FIN
Finland,2012,156.791344000795,FIN
Finland,2013,173.913140518996,FIN
Finland,2014,189.251623104553,FIN
Finland,2015,176.202086686941,FIN
Finland,2016,169.55286348429,FIN
Finland,2017,157.391778577867,FIN
Finland,2018,136.760650921539,FIN
Finland,2019,135.210850342441,FIN
Finland,2020,193.361215386146,FIN
Finland,2021,195.899887074134,FIN
France,2000,187.020066263855,FRA
France,2001,241.520893460803,FRA
France,2002,239.168484315692,FRA
France,2003,239.848758190986,FRA
France,2004,288.340677643623,FRA
France,2005,314.376740810633,FRA
France,2006,384.633377434163,FRA
France,2007,345.899421737415,FRA
France,2008,386.376452776037,FRA
France,2009,363.31283069422,FRA
France,2010,420.729298784646,FRA
France,2011,425.832215097842,FRA
France,2012,391.988445148784,FRA
France,2013,396.912068021192,FRA
France,2014,453.403838708513,FRA
France,2015,447.891010076602,FRA
France,2016,709.465879758534,FRA
France,2017,567.154524146548,FRA
France,2018,598.989207108684,FRA
France,2019,645.772046208697,FRA
France,2020,681.499416923483,FRA
France,2021,649.405221251949,FRA
French Polynesia,2004,1.16232392377781,PYF
French Polynesia,2016,0,PYF
Gabon,2000,0.36286392629121,GAB
Gabon,2008,0.348414406629752,GAB
Gabon,2010,0.783309910627909,GAB
Gambia,2010,0.973511569689908,GMB
Georgia,2009,0.0139651283221587,GEO
Georgia,2010,0.163660756479137,GEO
Georgia,2011,0.0716026379014218,GEO
Georgia,2013,0.0385475432251846,GEO
Georgia,2014,0.0196308615586118,GEO
Georgia,2015,0.0286102551908701,GEO
Georgia,2016,0.0969203442414716,GEO
Germany,2000,435.083072113164,DEU
Germany,2001,505.779824723285,DEU
Germany,2002,517.996895015434,DEU
Germany,2003,450.296923822217,DEU
Germany,2004,488.588069805449,DEU
Germany,2005,713.939175582116,DEU
Germany,2006,771.802098470373,DEU
Germany,2007,639.641466418137,DEU
Germany,2008,712.077353561734,DEU
Germany,2009,699.628951541567,DEU
Germany,2010,732.497550394685,DEU
Germany,2011,876.748544937844,DEU
Germany,2012,843.533046879775,DEU
Germany,2013,1030.81520354749,DEU
Germany,2014,1389.88136877957,DEU
Germany,2015,1407.8120478434,DEU
Germany,2016,2904.13442574869,DEU
Germany,2017,3501.2501727605,DEU
Germany,2018,3347.11906891919,DEU
Germany,2019,2990.61177544539,DEU
Germany,2020,890.748548973776,DEU
Germany,2021,3165.88445531027,DEU
Ghana,2000,0.193354289814616,GHA
Ghana,2008,0.004402360317278,GHA
Ghana,2009,0.0103961238590181,GHA
Ghana,2010,2.68427253543106,GHA
Ghana,2012,0.0126371051121944,GHA
Greece,2000,27.5010418242572,GRC
Greece,2001,24.2982112173621,GRC
Greece,2002,25.9535683611334,GRC
Greece,2003,25.2724435211719,GRC
Greece,2004,29.6355340843437,GRC
Greece,2005,39.8523693186084,GRC
Greece,2006,42.8783709112875,GRC
Greece,2007,36.9441119164903,GRC
Greece,2008,41.5904634747498,GRC
Greece,2009,37.669809683391,GRC
Greece,2010,32.2320798826806,GRC
Greece,2011,27.6945516623208,GRC
Greece,2012,24.9556493011418,GRC
Greece,2013,22.8803404616388,GRC
