Donor,variable,total_bilat,total_imha,eu_imha,fts_nonoda_ha,fts_nonoda_imeu_ha,total_donor_ha,fts_ndd_ha,dac1_ndd_imeu_ha,iso3
Chile,2011,,,,,0,0.192662645336698,0.192662645336698,0,CHL
Chile,2012,,,,,0,0.0438194255313369,0.0438194255313369,0,CHL
Chile,2013,,,,,0,0.116340709080673,0.116340709080673,0,CHL
Chile,2014,,,,,0,1.03360820853424,1.03360820853424,0,CHL
Chile,2015,,,,,0,0.149810212770139,0.149810212770139,0,CHL
Chile,2016,,,,,0,0.0912517396965654,0.0912517396965654,0,CHL
Chile,2017,,,,,0,0.073007839988001,0.073007839988001,0,CHL
Chile,2018,,,,,0,0.0558013289920418,0.0558013289920418,0,CHL
Chile,2019,,,,,0,0.0325440931950036,0.0325440931950036,0,CHL
China,2000,,,,,0,15.3902104657502,15.3902104657502,0,CHN
China,2001,,,,,0,2.18405320506367,2.18405320506367,0,CHN
China,2002,,,,,0,0.327199899887337,0.327199899887337,0,CHN
China,2003,,,,,0,0.613800479974865,0.613800479974865,0,CHN
China,2004,,,,,0,19.7791350805242,19.7791350805242,0,CHN
China,2005,,,,,0,131.056926069108,131.056926069108,0,CHN
China,2006,,,,,0,2.20309668812918,2.20309668812918,0,CHN
China,2007,,,,,0,13.2309831970191,13.2309831970191,0,CHN
China,2008,,,,,0,13.2947900502529,13.2947900502529,0,CHN
China,2009,,,,,0,1.58646272372222,1.58646272372222,0,CHN
China,2010,,,,,0,53.4112334996785,53.4112334996785,0,CHN
China,2011,,,,,0,107.621731929735,107.621731929735,0,CHN
China,2012,,,,,0,31.5021737606571,31.5021737606571,0,CHN
China,2013,,,,,0,7.81944859290636,7.81944859290636,0,CHN
China,2014,,,,,0,57.3015372321056,57.3015372321056,0,CHN
China,2015,,,,,0,40.9526180431127,40.9526180431127,0,CHN
China,2016,,,,,0,25.7720604402287,25.7720604402287,0,CHN
China,2017,,,,,0,146.086258971836,146.086258971836,0,CHN
China,2018,,,,,0,27.8891012826146,27.8891012826146,0,CHN
China,2019,,,,,0,18.9643292088989,18.9643292088989,0,CHN
China,2020,,,,,0,48.1607205643969,48.1607205643969,0,CHN
China,2021,,,,,0,9.862346,9.862346,0,CHN
China,2022,,,,,0,2.09879250727199,2.09879250727199,0,CHN
Colombia,2000,,,,,0,0,0,0,COL
Colombia,2001,,,,,0,0,0,0,COL
Colombia,2004,,,,,0,0.148678245561699,0.148678245561699,0,COL
Colombia,2005,,,,,0,0,0,0,COL
Colombia,2006,,,,,0,0,0,0,COL
Colombia,2007,,,,,0,0.0199645735092551,0.0199645735092551,0,COL
Colombia,2008,,,,,0,0,0,0,COL
Colombia,2009,,,,,0,0.181140092900594,0.181140092900594,0,COL
Colombia,2010,,,,,0,0.110592376117639,0.110592376117639,0,COL
Colombia,2011,,,,,0,0.00717465672968151,0.00717465672968151,0,COL
Colombia,2012,,,,,0,0.0673689371277306,0.0673689371277306,0,COL
Colombia,2013,,,,,0,0.55073380124299,0.55073380124299,0,COL
Colombia,2014,,,,,0,0.287864063424987,0.287864063424987,0,COL
Colombia,2015,,,,,0,0.226177977335532,0.226177977335532,0,COL
Colombia,2017,,,,,0,0.114802242794646,0.114802242794646,0,COL
Colombia,2018,,,,,0,0.149229719324447,0.149229719324447,0,COL
Colombia,2019,,,,,0,0.245441770515836,0.245441770515836,0,COL
Colombia,2020,,,,,0,0.0371707812131011,0.0371707812131011,0,COL
Colombia,2022,,,,,0,1.13107018049226,1.13107018049226,0,COL
Congo,2009,,,,,0,0.00285736742674545,0.00285736742674545,0,COG
Congo,2010,,,,,0,1.02772678323614,1.02772678323614,0,COG
Congo,2011,,,,,0,0.464432926393333,0.464432926393333,0,COG
"Congo, The Democratic Republic of the",2010,,,,,0,3.51218342174503,3.51218342174503,0,COD
Cook Islands,2003,,,,,0,0.018604784966152,0.018604784966152,0,COK
Costa Rica,2001,,,,,0,0,0,0,CRI
Costa Rica,2009,,,,,0,0.039733368019387,0.039733368019387,0,CRI
Costa Rica,2010,,,,,0,0.0128815929216242,0.0128815929216242,0,CRI
Costa Rica,2014,,,,,0,0.00512560237583546,0.00512560237583546,0,CRI
Costa Rica,2017,,,,,0,0.0492293753010337,0.0492293753010337,0,CRI
Croatia,2000,,,,,0,0,0,0,HRV
Croatia,2001,,,,,0,0,0,0,HRV
Croatia,2002,,,,,0,0,0,0,HRV
Croatia,2003,,,,,0,0,0,0,HRV
Croatia,2004,,,,,0,0,0,0,HRV
Croatia,2005,,,,,0,0,0,0,HRV
Croatia,2006,,,,,0,0.0364057828207258,0.0364057828207258,0,HRV
Croatia,2007,,,,,0,0.0362466097412857,0.0362466097412857,0,HRV
Croatia,2008,,,,,0,0.037669605801673,0.037669605801673,0,HRV
Croatia,2009,,,,,0,0.0231669627469325,0.0231669627469325,0,HRV
Croatia,2010,,,,,0,0.594220338085734,0.594220338085734,0,HRV
Croatia,2011,,,,,0,1.00490620734463,1.00490620734463,0,HRV
Croatia,2012,,,,,0,0.3863259603499,0.3863259603499,0,HRV
Croatia,2013,,,,,0,0.476505257509817,0.438037552194168,0.0384677053156494,HRV
Croatia,2014,,,,,0.0468166344732345,0.692634095934598,0.517396534177265,0.128420927284098,HRV
Croatia,2015,,,,,0.0171636889729016,0.2090907102582,0.114089910950758,0.0778371103345398,HRV
Croatia,2016,,,,,2.07000641966398,2.34709351740932,0.115736086138122,0.161351011607218,HRV
Croatia,2017,,,,,0.898759927249395,1.06051793000149,0,0.161758002752099,HRV
Croatia,2018,,,,,1.03152134134851,1.2665682091519,0,0.235046867803387,HRV
Croatia,2019,,,,,0.0323084477470123,0.187585171546826,0,0.155276723799814,HRV
Croatia,2020,,,,,0.151578200897126,1.28971025022449,0.931137697783277,0.206994351544091,HRV
Croatia,2021,,,,,1.04522023459784,1.56551506444545,0.23,0.290294829847606,HRV
Croatia,2022,,,,,0.0636256184440156,0.720627481958132,0.309437663667469,0.347564199846647,HRV
Cuba,2001,,,,,0,0.205664303208028,0.205664303208028,0,CUB
Cuba,2002,,,,,0,0.649957948713696,0.649957948713696,0,CUB
Cuba,2003,,,,,0,0.634352945809997,0.634352945809997,0,CUB
Cuba,2004,,,,,0,0.708287497015362,0.708287497015362,0,CUB
Cuba,2005,,,,,0,0,0,0,CUB
Cuba,2006,,,,,0,0,0,0,CUB
Cuba,2007,,,,,0,0.563485958023605,0.563485958023605,0,CUB
Cuba,2008,,,,,0,0,0,0,CUB
Cuba,2010,,,,,0,0.645838598395694,0.645838598395694,0,CUB
Cuba,2011,,,,,0,0,0,0,CUB
Cuba,2012,,,,,0,0.279963141864503,0.279963141864503,0,CUB
Cuba,2014,,,,,0,0,0,0,CUB
Cuba,2015,,,,,0,0,0,0,CUB
Cyprus,2000,,,,,0,0.0544783784145484,0.0544783784145484,0,CYP
Cyprus,2001,,,,,0,0.0569962380137235,0.0569962380137235,0,CYP
Cyprus,2002,,,,,0,0,0,0,CYP
Cyprus,2003,,,,,0,0.253839572695552,0.253839572695552,0,CYP
Cyprus,2004,,,,,0,0.426690800931322,0.426690800931322,0,CYP
Cyprus,2005,,,,,0.0345087340351447,5.91805690355094,5.87854223797245,0.00500593154334111,CYP
Cyprus,2006,,,,,0.0466676191401772,0.669891781283776,0.613381113973459,0.00984304817013991,CYP
Cyprus,2007,,,,,0.0401969708842069,0.0471447892755256,0,0.00694781839131869,CYP
Cyprus,2008,,,,,0.0151252583523904,0.13995456883323,0.102743238824279,0.0220860716565602,CYP
Cyprus,2009,,,,,0.00944079233986357,0.522322192525676,0.489578709049809,0.023302691136004,CYP
Cyprus,2010,,,,,0.000167009334434085,0.757476957478479,0.737485493290137,0.0198244548539082,CYP
Cyprus,2011,,,,,0.0209569534591047,0.0820129995539235,0.0241860976871634,0.0368699484076554,CYP
Cyprus,2012,,,,,0,0.178129833381898,0.144789035447295,0.0333407979346025,CYP
Cyprus,2013,,,,,0,0.0634563286978578,0.0229930296684528,0.040463299029405,CYP
Cyprus,2014,,,,,0.0203948471800652,0.100312207379967,0.0239730315194872,0.0559443286804145,CYP
Cyprus,2015,,,,,0.00916143191654689,0.127161871068122,0.076453462389383,0.041546976762192,CYP
Cyprus,2016,,,,,0,0.0275655534662536,0.0275655534662536,0,CYP
Cyprus,2017,,,,,0,0.0378329601928316,0.0378329601928316,0,CYP
Cyprus,2018,,,,,0.351444507907842,0.481465178132848,0.0499390204527872,0.0800816497722186,CYP
Cyprus,2019,,,,,0.00402640720596047,0.163820003963745,0.140442394108833,0.0193512026489518,CYP
Cyprus,2020,,,,,0.0176934932039102,0.284568107387987,0.24271247787017,0.0241621363139072,CYP
Cyprus,2021,,,,,0.0941834589445615,0.341931554897698,0.22159,0.0261580959531368,CYP
Cyprus,2022,,,,,0,0.361979537742638,0.361979537742638,0,CYP
Czech Republic,2000,0,0.11,0,0,0,0.11,,,CZE
Czech Republic,2001,0,0.11,0,0.0940731399131655,0,0.204073139913166,,,CZE
Czech Republic,2002,17.47,0.08,0,0,0,17.55,,,CZE
Czech Republic,2003,0,0.32,0,0,0,0.32,,,CZE
Czech Republic,2004,14.44,0.06,6.26649475760062,0,0.1943833201172,20.9608780777178,,,CZE
Czech Republic,2005,28.08,0.13,12.3356711003368,1.60682230608465,0.279499543152817,42.4319929495743,,,CZE
Czech Republic,2006,13.36,0.144286912077184,14.0994035314846,0,0.372636340460545,27.9763267840223,,,CZE
Czech Republic,2007,6.55,0.364741212550366,13.3322366139091,0,0.296471885353569,20.543449711813,,,CZE
Czech Republic,2008,5.16,0.452462908974024,16.9275778056418,0.0711894913154674,0.115904849755532,22.7271350556868,,,CZE
Czech Republic,2009,4.67,0.0562503631656423,11.1689632816395,0,0.0518487490681518,15.9470623938733,,,CZE
Czech Republic,2010,7.78,0.0795269240644042,14.4628998785878,0.566658750359837,0.00138217923333468,22.8904677322454,,,CZE
Czech Republic,2011,4.06,0.438562353253256,19.384953943976,0.305719302612294,0.180028315248746,24.3692639150903,,,CZE
Czech Republic,2012,5.48,0.413044306925426,18.8440213019804,0,0,24.7370656089058,,,CZE
Czech Republic,2013,5.26,0.468578196476796,19.5743330596387,0,0,25.3029112561155,,,CZE
Czech Republic,2014,8.16,0.262749434076937,24.3170289334641,0,0.185346851957938,32.925125219499,,,CZE
Czech Republic,2015,11.2,0.537530712870534,20.5163413608702,0.222980131926051,0.0827180100330578,32.5595702156998,,,CZE
Czech Republic,2016,16.11,0.489603387327039,36.0375241404538,0,11.6801217794498,64.3172493072306,,,CZE
Czech Republic,2017,9.44,1.11429532983095,32.3117289572152,0,4.42338859509428,47.2894128821404,,,CZE
Czech Republic,2018,18.98,2.99142721692922,27.7196848815096,0,3.270446230097,52.9615583285358,,,CZE
Czech Republic,2019,18.24,0.740137413971343,29.7277561722829,0,0.134166523960239,48.8420601102145,,,CZE
Czech Republic,2020,21.05,0.786887853654275,33.5080314046485,0,0.597517015549701,55.9424362738525,,,CZE
Czech Republic,2021,15.46,0.574337264426528,41.7066370916754,0,4.2969968526837,62.0379712087856,,,CZE
Czech Republic,2022,34.75,0.810043953000357,49.5712672377865,1.12910122032417,0.249124632366907,86.509537043478,,,CZE
Côte d'Ivoire,2011,,,,,0,0.00506800624671387,0.00506800624671387,0,CIV
Côte d'Ivoire,2015,,,,,0,0.0112727354823638,0.0112727354823638,0,CIV
Côte d'Ivoire,2017,,,,,0,0.0111929535460237,0.0111929535460237,0,CIV
Côte d'Ivoire,2018,,,,,0,0.0104117373597631,0.0104117373597631,0,CIV
Denmark,2000,231.73,83.76,20.4350054555743,0.0914365898147652,0,336.016442045389,,,DNK
Denmark,2001,213.73,86.16,19.9256183136844,7.35601070596797,1.26460648501053,328.436235504663,,,DNK
Denmark,2002,190.06,72.13,19.6982180216153,2.05623235407664,1.23846605612159,285.182916431814,,,DNK
Denmark,2003,167.03,72.66,23.5584914028646,1.69869517087041,0.632370812951814,265.579557386687,,,DNK
Denmark,2004,120.44,72.85,26.5100353115327,3.74720742903609,0.822327134963251,224.369569875532,,,DNK
Denmark,2005,278.22,40.12,32.4821292162571,0.599421485705163,0.735974573473083,352.157525275435,,,DNK
Denmark,2006,181.39,40.5683783380233,38.4966898950245,3.03850693376065,1.01743776680288,264.511012933611,,,DNK
Denmark,2007,150.22,42.4846358352665,34.081089032516,2.49413944295683,0.757868691726609,230.037733002466,,,DNK
Denmark,2008,165.64,53.9109532131795,38.8144525889905,0.553702032701824,0.265766511152633,259.184874346024,,,DNK
Denmark,2009,131.51,60.1426378727099,29.8575963404429,0.0847109247963308,0.138605435562551,221.733550573512,,,DNK
Denmark,2010,157.27,62.5322224533081,30.7712115586935,0.733056972061158,0.00294071935490209,251.309431703418,,,DNK
Denmark,2011,179,85.5863195331098,35.145431696149,0,0.326396073740158,300.058147302999,,,DNK
Denmark,2012,175.84,94.9653723517934,35.6492349814663,0,0,306.45460733326,,,DNK
Denmark,2013,235.76,84.6863404670424,38.7746362028988,0,0,359.220976669941,,,DNK
Denmark,2014,265.79,125.405127339441,44.8010131195307,0,0.341477849491885,436.337618308464,,,DNK
Denmark,2015,211.86,104.153736615228,39.9638447354423,0,0.161126667354577,356.138708018025,,,DNK
Denmark,2016,282.4,126.386430453735,51.2876133542807,0.274771113713665,16.6228281227255,476.971643044455,,,DNK
Denmark,2017,392.34,134.518162276937,48.3513342590195,10.4991227312137,6.61916732472403,592.327786591894,,,DNK
Denmark,2018,384.43,118.659767289187,44.7195439752384,5.68219787707525,5.27613732373392,558.767646465235,,,DNK
Denmark,2019,460.81,116.326200756428,48.1486404768233,0.270149939131454,0.217303172454357,625.772294344837,,,DNK
Denmark,2020,394,119.897466398692,57.6174258702446,10.4936067217095,1.02743703245033,583.035936023096,,,DNK
Denmark,2021,402.89,117.090904572086,62.8674810963783,8.2021,6.47717934710227,597.527665015567,,,DNK
Denmark,2022,458.056102870258,0,81.0557568140325,1.04459896620658,0.407352620635141,540.563811271132,,,DNK
Djibouti,2006,,,,,0,0.00294997881308591,0.00294997881308591,0,DJI
Djibouti,2007,,,,,0,0.00280900807638602,0.00280900807638602,0,DJI
Djibouti,2010,,,,,0,0.00485472604236076,0.00485472604236076,0,DJI
Djibouti,2012,,,,,0,0.00110800620989135,0.00110800620989135,0,DJI
Djibouti,2013,,,,,0,0.00108198406306962,0.00108198406306962,0,DJI
Djibouti,2015,,,,,0,0,0,0,DJI
Dominica,2016,,,,,0,0.104535854930035,0.104535854930035,0,DMA
Dominican Republic,2000,,,,,0,0.074100574176418,0.074100574176418,0,DOM
Dominican Republic,2001,,,,,0,0.211007354970151,0.211007354970151,0,DOM
Dominican Republic,2010,,,,,0,0,0,0,DOM
EU Institutions,2000,933.61,66.53,0,0,0,1000.14,,,EUI
EU Institutions,2001,950.5,88.28,0,65.927586477809,0,1104.70758647781,,,EUI
EU Institutions,2002,854.52,100.13,0,60.0207399054628,0,1014.67073990546,,,EUI
EU Institutions,2003,945.09,109.26,0,28.3014797184625,0,1082.65147971846,,,EUI
EU Institutions,2004,1170.37,93.54,0,39.2058130793682,0,1303.11581307937,,,EUI
EU Institutions,2005,1395.85,105.69,0,34.0216385968836,0,1535.56163859688,,,EUI
EU Institutions,2006,1586.94,132.91,0,45.4543065392771,0,1765.30430653928,,,EUI
EU Institutions,2007,1558.58,89.26,0,36.6433814301907,0,1684.48338143019,,,EUI
EU Institutions,2008,1852.51,92.2375168369717,0,13.3158843716144,0,1958.06340120859,,,EUI
EU Institutions,2009,1510.36,91.29,0,7.43520654970001,0,1609.0852065497,,,EUI
EU Institutions,2010,1603.66,116.81,0,0.164420546746363,0,1720.63442054675,,,EUI
EU Institutions,2011,1687.89,133.48,0,16.9150864888438,0,1838.28508648884,,,EUI
EU Institutions,2012,1718.33,110.45,0,0,0,1828.78,,,EUI
EU Institutions,2013,1843.34,123.15943425148,0,0,0,1966.49943425148,,,EUI
EU Institutions,2014,2249.88,6.0522788676547,0,17.1949438092333,0,2273.12722267689,,,EUI
EU Institutions,2015,2001.1,0.159922379463772,0,8.06870169619364,0,2009.32862407566,,,EUI
EU Institutions,2016,2742.29,0,0,888.803598985645,0,3631.09359898564,,,EUI
EU Institutions,2017,2324.95,129.519068839505,0,336.010199283748,0,2790.47926812325,,,EUI
EU Institutions,2018,2126.15,133.936366649379,0,266.651333487293,0,2526.73770013667,,,EUI
EU Institutions,2019,2340.98,126.640751016601,0,11.1368007964467,0,2478.75755181305,,,EUI
EU Institutions,2020,2685.36,104.566653104791,0,49.7501219106079,0,2839.6767750154,,,EUI
EU Institutions,2021,3091.83,0.0159876273793279,0,318.5500775,0,3410.39606512738,,,EUI
EU Institutions,2022,4074.54218387473,0,0,20.4769593392096,0,4095.01914321394,,,EUI
Ecuador,2001,,,,,0,0,0,0,ECU
Ecuador,2005,,,,,0,0.0234295012230633,0.0234295012230633,0,ECU
Ecuador,2006,,,,,0,0.0327776294164315,0.0327776294164315,0,ECU
Ecuador,2007,,,,,0,0,0,0,ECU
Ecuador,2008,,,,,0,0.0539905863326447,0.0539905863326447,0,ECU
Ecuador,2010,,,,,0,0,0,0,ECU
Ecuador,2011,,,,,0,0.00590470594428926,0.00590470594428926,0,ECU
Ecuador,2013,,,,,0,1.09110017062944,1.09110017062944,0,ECU
Ecuador,2014,,,,,0,0.317704038151344,0.317704038151344,0,ECU
Ecuador,2016,,,,,0,0.00266449667818658,0.00266449667818658,0,ECU
Ecuador,2017,,,,,0,0,0,0,ECU
Egypt,2000,,,,,0,0.533215559404576,0.533215559404576,0,EGY
Egypt,2003,,,,,0,0.0468964927463507,0.0468964927463507,0,EGY
Egypt,2005,,,,,0,8.77476825884593,8.77476825884593,0,EGY
Egypt,2006,,,,,0,6.38886986074748,6.38886986074748,0,EGY
Egypt,2007,,,,,0,0.365586772112532,0.365586772112532,0,EGY
Egypt,2009,,,,,0,0.46935486306638,0.46935486306638,0,EGY
Egypt,2010,,,,,0,2.52815184681989,2.52815184681989,0,EGY
Egypt,2011,,,,,0,0.0471887112840769,0.0471887112840769,0,EGY
Egypt,2012,,,,,0,0.921205140964247,0.921205140964247,0,EGY
Egypt,2013,,,,,0,0,0,0,EGY
Egypt,2015,,,,,0,0,0,0,EGY
Egypt,2016,,,,,0,1.187760035704,1.187760035704,0,EGY
Egypt,2019,,,,,0,0.886578285518914,0.886578285518914,0,EGY
El Salvador,2002,,,,,0,0,0,0,SLV
El Salvador,2007,,,,,0,0,0,0,SLV
El Salvador,2009,,,,,0,0.00252643365275574,0.00252643365275574,0,SLV
El Salvador,2010,,,,,0,0,0,0,SLV
Equatorial Guinea,2005,,,,,0,0.322538759198838,0.322538759198838,0,GNQ
Equatorial Guinea,2010,,,,,0,2.10826328625435,2.10826328625435,0,GNQ
Eritrea,2002,,,,,0,0.0492429911465585,0.0492429911465585,0,ERI
Eritrea,2003,,,,,0,0,0,0,ERI
Estonia,2000,,,,,0,0,0,0,EST
Estonia,2001,,,,,0,0.107476299754221,0.107476299754221,0,EST
Estonia,2002,,,,,0,0,0,0,EST
Estonia,2003,,,,,0,0.20886894595064,0.20886894595064,0,EST
Estonia,2004,,,,,0.0219476021990723,0.443494583563654,0.421138380357141,0.000408601007439925,EST
Estonia,2005,,,,,0.0328834346948692,1.23314489607279,1.19549130021163,0.00477016116629479,EST
Estonia,2006,,,,,0.0704676673462688,0.859551774685655,0.774221196890853,0.0148629104485334,EST
Estonia,2007,,,,,0.0476895153675323,1.21691720411413,1.16098482654442,0.00824286220218143,EST
Estonia,2008,,,,,0,1.62689671903092,1.62689671903092,0,EST
Estonia,2009,,,,,0,1.29530080868958,1.29530080868958,0,EST
Estonia,2010,,,,,0.000155310056894839,1.81088347811842,1.79229244875456,0.018435719306964,EST
Estonia,2011,,,,,0.0209203999318926,2.0249261860573,1.96720014700131,0.0368056391241013,EST
Estonia,2012,,,,,0,1.36735082843704,1.3405068784997,0.026843949937348,EST
Estonia,2013,,,,,0,3.73950857060496,3.6965210855648,0.0429874850401622,EST
Estonia,2014,,,,,0.0217711572089286,4.12399681044733,4.04250602092658,0.0597196323118212,EST
Estonia,2015,,,,,0.00982696274309652,5.33859356216821,5.28420144886246,0.0445651505626477,EST
Estonia,2016,,,,,1.37157884744791,6.93354374683897,5.45505429639365,0.106910602997409,EST
Estonia,2017,,,,,0.455557332493595,5.5589058465547,5.02135771539615,0.0819907986649586,EST
Estonia,2018,,,,,0.378412013397813,4.64875541868981,4.18411682429654,0.0862265809954561,EST
Estonia,2019,,,,,0.0187525499068967,3.9750960019508,3.86621734833145,0.0901261037124477,EST
Estonia,2020,,,,,0.0802488818661931,5.1768754701929,4.98703915975375,0.109587428572956,EST
Estonia,2021,,,,,0.517565447242014,5.71920877788967,5.057897,0.143746330647655,EST
Estonia,2022,,,,,0.0377088266564219,2.33774995898067,2.09405117914953,0.205989953174717,EST
Eswatini,2000,,,,,0,0.0217370986122784,0.0217370986122784,0,SWZ
Eswatini,2007,,,,,0,0.132894382267301,0.132894382267301,0,SWZ
Faroe Islands,2002,,,,,0,0.502721237412656,0.502721237412656,0,FRO
Faroe Islands,2005,,,,,0,0.346114138334148,0.346114138334148,0,FRO
Faroe Islands,2007,,,,,0,0.0590151112414857,0.0590151112414857,0,FRO
Faroe Islands,2011,,,,,0,0.0276684603125243,0.0276684603125243,0,FRO
Faroe Islands,2013,,,,,0,0.0354404231111108,0.0354404231111108,0,FRO
Faroe Islands,2014,,,,,0,0.0337758636676426,0.0337758636676426,0,FRO
Faroe Islands,2017,,,,,0,0.222756433874851,0.222756433874851,0,FRO
Faroe Islands,2021,,,,,0,0.078211,0.078211,0,FRO
Fiji,2003,,,,,0,0.0145948209328787,0.0145948209328787,0,FJI
Fiji,2005,,,,,0,0.181275603681004,0.181275603681004,0,FJI
Fiji,2007,,,,,0,0.0268832887194679,0.0268832887194679,0,FJI
Finland,2000,70.69,14.55,10.7972230406592,0,0,96.0372230406592,,,FIN
Finland,2001,73.12,15.2,12.0157749426107,2.7511770549759,0.762597510181997,103.849549507769,,,FIN
Finland,2002,67.17,16.3,11.1358077292381,1.46217999079029,0.700130329810758,96.7681180498391,,,FIN
Finland,2003,63.83,15.14,17.2450891582322,2.23167892159085,0.462902775221497,98.9096708550446,,,FIN
Finland,2004,76.61,15.07,19.1753425607751,2.8955503507924,0.594808883678903,114.345701795246,,,FIN
Finland,2005,115.33,14.92,23.7281309512983,2.24537439285356,0.537627965824819,156.761133309977,,,FIN
Finland,2006,87.25,17.5841891690117,27.9664037758894,0,0.739130441626,133.539723386527,,,FIN
Finland,2007,116.56,16.5589318225996,25.974770863041,0,0.577606707141601,159.671309392782,,,FIN
Finland,2008,91.19,18.9451187613029,31.5333656515982,0,0.215912167121548,141.884396580023,,,FIN
Finland,2009,107.43,23.0861333145802,24.4645702765963,0,0.113569839325786,155.094273430502,,,FIN
Finland,2010,131.62,24.5049387679834,25.8473085839727,0,0.00247015560242187,181.974717507559,,,FIN
Finland,2011,118.87,33.5437398832139,28.5880481337615,0.733582800038135,0.265497568714651,182.000868385728,,,FIN
Finland,2012,108.73,29.5644517497162,28.5897781337214,0,0,166.884229883438,,,FIN
Finland,2013,108.18,46.5150957853302,29.8555466250054,0,0,184.550642410336,,,FIN
Finland,2014,123.91,44.422721689862,32.5111736595725,0,0.247803451143123,201.091698800578,,,FIN
Finland,2015,102.3,55.9504442184065,28.575597030979,0,0.115211405402785,186.941252654788,,,FIN
Finland,2016,93.88,43.749289647699,42.2229144626778,0,13.6848686076568,193.537072718034,,,FIN
Finland,2017,75.86,48.0227275345949,42.9186560215939,6.62892335766032,5.87544831828939,179.305755232139,,,FIN
Finland,2018,53.24,57.1414395708143,34.3608609808954,5.29989878948187,4.05399082775348,154.096190168945,,,FIN
Finland,2019,60.56,46.0675936492813,36.5274716623496,1.95306178891047,0.164854820309744,145.272981920851,,,FIN
Finland,2020,96.62,62.8551793597733,44.234939700719,6.3670326916328,0.788799820371658,210.865951572497,,,FIN
Finland,2021,83.64,62.2187508396162,49.6456043845009,5.861665,5.11494142577035,206.480961649887,,,FIN
Finland,2022,126.055623727451,46.8259808408547,63.3770132652656,0,0.318506586779098,236.57712442035,,,FIN
France,2000,20.45,15.25,161.175583431046,0,0,196.875583431046,,,FRA
France,2001,367.14,19.89,219.503547719269,0,13.9310913999576,620.464639119227,,,FRA
France,2002,415.27,18.54,216.103847811067,0,13.5868777479053,663.500725558972,,,FRA
France,2003,631.52,14.1,196.545608727951,0.394363529634687,5.27579225035992,847.835764507946,,,FRA
France,2004,668.24,22.3,258.044568201366,0.404367473901541,8.00440467046629,956.993340345734,,,FRA
France,2005,712.4,15.29,282.747791056376,0.349155549646438,6.4064514840678,1017.19339809009,,,FRA
France,2006,54.9,28.9098938723942,321.256491065925,0.50979973852136,8.49056081788707,414.066745494728,,,FRA
France,2007,96.16,37.708913644796,289.987703221331,0.424381812357241,6.44852049908013,430.729519177564,,,FRA
France,2008,21.8,38.3434177800251,346.029943378816,0.0576547459116679,2.36930227459181,408.600318179345,,,FRA
France,2009,37.71,37.7087695158287,306.971672812168,0,1.42502905894883,383.815471386946,,,FRA
France,2010,88.41,35.7370330775312,318.499783647249,0,0.0304381410695212,442.67725486585,,,FRA
France,2011,81.22,60.0926509626305,304.781363551646,1.97167247992735,2.83050842204705,450.896195416251,,,FRA
France,2012,62.53,43.5084948544573,306.198496116309,0,0,412.236990970766,,,FRA
France,2013,40.23,43.4288125164928,333.584501014883,0,0,417.243313531376,,,FRA
France,2014,48.69,44.6797619563942,383.158377477728,0,2.92047187430357,479.448611308426,,,FRA
France,2015,41.7,107.768968178872,321.14812897172,2.20992979303791,1.2948085473488,474.121835490979,,,FRA
France,2016,175.33,94.7654375054608,473.628809539851,5.59156593373119,153.507831229485,902.823644208529,,,FRA
France,2017,90.25,96.874694331523,408.369315493597,5.91180406052478,55.904658495146,657.310472380791,,,FRA
France,2018,114.69,135.06604276679,379.526746412058,0,44.7776308543916,674.06042003324,,,FRA
France,2019,171.66,109.250682487801,396.916491905328,0.439080161835668,1.79135302754809,680.057607582513,,,FRA
France,2020,130.7,115.819896603105,467.640509428509,0.5748469664924,8.33899067866757,723.074243676774,,,FRA
France,2021,92.9,177.58763031011,529.706589827555,0.614302,54.5751877412609,855.383709878926,,,FRA
France,2022,770.213319594137,0,714.571110776764,14.9839364964282,3.59113807638504,1503.35950494371,,,FRA
French Polynesia,2004,,,,,0,1.20536366242074,1.20536366242074,0,PYF
French Polynesia,2016,,,,,0,0,0,0,PYF
Gabon,2000,,,,,0,0.471973525065452,0.471973525065452,0,GAB
Gabon,2008,,,,,0,0.453179177553906,0.453179177553906,0,GAB
Gabon,2010,,,,,0,1.01884346431577,1.01884346431577,0,GAB
Gambia,2010,,,,,0,1.01189757222327,1.01189757222327,0,GMB
Georgia,2009,,,,,0,0.0149123844087278,0.0149123844087278,0,GEO
Georgia,2010,,,,,0,0.174776157977619,0.174776157977619,0,GEO
Georgia,2011,,,,,0,0.0764594521749364,0.0764594521749364,0,GEO
Georgia,2013,,,,,0,0.0411670166832578,0.0411670166832578,0,GEO
Georgia,2014,,,,,0,0.0209624249117737,0.0209624249117737,0,GEO
Georgia,2015,,,,,0,0.030550891735172,0.030550891735172,0,GEO
Georgia,2017,,,,,0,0.101151330666605,0.101151330666605,0,GEO
Germany,2000,311.84,16.58,255.443891948741,0.312162027951992,0,584.176053976693,,,DEU
Germany,2001,417.11,17.01,245.425068896208,5.26935015329566,15.5762360205982,700.390655070102,,,DEU
Germany,2002,372.21,20.96,216.480868181042,5.46052178355914,13.610581766724,628.721971731325,,,DEU
Germany,2003,249.32,17.54,247.69114705103,2.36229577768938,6.64867072102001,523.56211354974,,,DEU
Germany,2004,254.81,15.59,270.043541271058,2.21316820151111,8.37660640580719,551.033315878376,,,DEU
